uniprot_id,seq_features
P25116,"0.152599,0.173683,0.160299,-0.153322,0.160121,0.151196,0.159680,-0.172233,0.153632,-0.137372,0.168472,0.154936,-0.155683,-0.145529,-0.160767,-0.146368,-0.184020,0.135287,-0.143636,-0.161288,-0.147614,0.148549,0.166578,0.157318,-0.156462,-0.169287,0.143491,0.150783,0.119486,-0.151375,-0.156206,-0.130144,0.113736,-0.159068,0.165953,0.155837,-0.174367,-0.161699,0.172315,-0.130096,0.142425,-0.166240,0.157824,-0.135892,0.162213,0.171544,-0.172345,-0.159777,-0.170162,0.169170,0.155822,0.116813,-0.147762,0.110863,-0.170556,-0.167625,-0.112665,0.150718,0.167830,-0.157820,-0.154158,0.149055,0.153008,0.148615"
P16444,"0.179522,0.161973,0.185174,-0.163328,0.154688,0.153803,0.148904,-0.156198,0.139649,-0.164774,0.149113,0.164343,-0.156937,-0.168378,-0.164998,-0.175067,-0.152987,0.147838,-0.157692,-0.152838,-0.160863,0.164737,0.160347,0.153293,-0.146674,-0.152718,0.164946,0.150824,0.144939,-0.162823,-0.159249,-0.167103,0.164298,-0.149590,0.158897,0.153445,-0.165874,-0.167349,0.158703,-0.174809,0.150981,-0.155592,0.159233,-0.169414,0.156287,0.158990,-0.168648,-0.154643,-0.158115,0.159629,0.150395,0.154269,-0.146510,0.142596,-0.157168,-0.157888,-0.164295,0.142541,0.156916,-0.155665,-0.173677,0.157548,0.155785,0.164063"
P02768,"0.202661,-0.043365,0.098291,-0.094646,0.035293,0.055370,-0.053905,0.032196,-0.033605,-0.090225,-0.035120,0.141598,-0.023982,-0.185506,-0.072339,-0.169275,0.136755,0.099387,-0.127903,0.009716,-0.036906,0.038759,0.015071,0.070509,-0.006989,0.039035,0.132507,0.021994,0.124860,-0.069820,-0.036592,-0.183288,0.235566,0.024888,-0.017892,-0.013890,0.017251,-0.078619,-0.045901,-0.106879,0.138370,0.083817,0.023256,-0.108116,-0.027013,-0.066757,-0.000206,-0.006824,0.010821,-0.061271,-0.066265,0.202017,-0.002902,0.121763,0.014430,-0.045431,-0.201837,-0.000292,-0.011043,-0.001398,-0.111377,0.056028,0.087374,0.124874"
P14735,"0.180051,-0.222457,-0.119823,-0.045973,-0.045493,-0.031807,-0.182798,0.171259,-0.107432,0.084207,-0.132405,0.029468,0.108798,-0.085853,0.099516,0.008655,0.332418,0.004981,-0.029208,0.121108,0.115733,-0.156757,-0.130848,-0.038282,0.084162,0.167357,-0.003260,-0.079423,0.096982,0.039908,0.138912,-0.095538,0.073218,0.159102,-0.137268,-0.157185,0.165215,0.028695,-0.204838,0.169112,0.113875,0.322741,-0.080568,0.094054,-0.208247,-0.207030,0.166646,0.143150,0.152642,-0.267779,-0.241165,0.232314,0.126110,-0.071783,0.152067,0.011070,-0.063289,-0.085879,-0.174394,0.130865,0.057293,-0.088518,0.006739,0.023837"
P61278,"0.210082,-0.030406,0.068828,-0.160514,0.057152,0.064608,-0.013171,-0.008483,0.009408,-0.034369,0.039985,0.151206,-0.021024,-0.119984,-0.024076,-0.063313,0.022203,0.038833,-0.161185,-0.005825,-0.037530,-0.017423,0.037002,0.052723,-0.026616,-0.015033,0.062056,0.043212,0.130320,-0.059133,-0.011285,-0.140839,0.097181,0.011074,0.024650,-0.027642,-0.050205,-0.103081,-0.013567,-0.006852,0.138582,0.108755,0.040274,0.010167,-0.053940,0.042741,-0.028501,-0.020372,-0.023754,-0.069711,-0.060246,0.223147,-0.001613,0.066283,0.004059,-0.104712,-0.159765,0.015201,-0.024405,-0.008039,-0.060577,0.008102,0.076004,0.060745"
P30273,"0.032639,-0.076336,-0.183692,-0.014782,-0.020230,-0.027913,-0.049671,0.027506,-0.001842,0.171566,0.003463,-0.063833,0.094517,0.073301,0.115936,0.179204,0.076518,-0.070415,0.089349,0.023119,0.081852,-0.151171,-0.030312,-0.024836,0.008790,0.011799,-0.111324,-0.042399,-0.088574,0.053620,0.113818,0.050152,-0.217898,0.055196,-0.016391,-0.062635,0.062801,0.037918,-0.059068,0.294624,-0.021856,0.179770,-0.025891,0.233995,-0.114386,-0.052475,0.063676,0.077647,0.023547,-0.150178,-0.115105,0.013727,0.091574,-0.259213,0.037768,-0.052995,0.175298,-0.004270,-0.103339,0.047008,0.137458,-0.141140,-0.039990,-0.039437"
P40763,"-0.711456,-2.173793,-1.201316,1.612479,-1.846992,-1.783441,-2.409347,2.445480,-2.250321,0.999861,-2.640032,-0.988063,1.273704,0.951645,0.911221,0.284115,2.876435,-1.540125,1.045003,2.024009,1.954529,-1.094116,-1.821809,-1.559611,2.191538,2.284111,-0.672045,-1.913207,-0.271015,1.705830,1.935538,1.173895,0.659780,2.074174,-2.122406,-2.124862,2.022322,1.552626,-2.367549,0.405745,-0.921950,1.131743,-2.047558,0.116148,-1.729353,-2.634037,1.412958,1.971726,2.423385,-1.741194,-1.773818,-1.048212,1.453915,-0.121616,1.895783,1.500553,-0.140191,-2.258290,-1.295353,2.068734,0.786601,-0.492723,-0.654389,-1.190262"
Q15661,"0.197314,0.107519,0.191728,-0.161554,0.139991,0.125336,0.099352,-0.107989,0.096510,-0.155654,0.116400,0.173353,-0.133807,-0.185780,-0.159624,-0.191062,-0.100323,0.131109,-0.170269,-0.107611,-0.140664,0.142932,0.133031,0.137282,-0.102403,-0.106669,0.157996,0.118394,0.157487,-0.153886,-0.129842,-0.157753,0.202866,-0.104484,0.122488,0.118103,-0.145931,-0.136520,0.107063,-0.159464,0.161874,-0.126708,0.122696,-0.180114,0.114852,0.106450,-0.147580,-0.124509,-0.114528,0.112898,0.104221,0.164248,-0.120052,0.153022,-0.126043,-0.130429,-0.207006,0.093718,0.120721,-0.121764,-0.164035,0.168827,0.162603,0.163110"
P06821,"1.321855,0.884098,1.776072,-1.379290,0.845104,0.920195,0.976183,-0.770975,0.798779,-1.102958,0.913464,1.336709,-0.942141,-1.167990,-1.010828,-1.185403,-1.241497,1.050189,-2.050013,-0.679576,-1.121778,1.082511,1.022128,0.940677,-0.670248,-0.908810,1.139810,0.992565,1.916842,-0.942519,-0.941463,-1.193138,1.548012,-0.692649,0.891473,0.868351,-1.322293,-1.322863,0.760566,-1.762680,1.223595,-1.062312,0.859875,-1.296569,0.786334,1.283137,-1.186505,-0.994588,-0.834024,0.976534,0.903440,1.544536,-0.926466,1.719301,-0.786904,-1.074177,-2.143493,0.790401,0.896919,-0.957155,-1.227825,1.353963,1.114742,1.030025"
P12268,"0.153580,-0.028592,0.167298,-0.081514,0.032772,0.017521,-0.056915,0.029007,-0.070250,-0.099808,-0.029280,0.137982,-0.026877,-0.164461,-0.070442,-0.183050,0.077737,0.062282,-0.148296,0.031863,-0.035961,0.040238,-0.005595,0.029493,0.022531,0.048039,0.110221,-0.004074,0.106334,-0.054159,-0.053463,-0.146077,0.236458,0.021978,-0.022362,-0.030041,-0.028682,-0.081580,-0.020841,-0.164264,0.112934,0.028817,-0.005985,-0.142123,-0.017849,-0.020458,-0.004366,-0.008145,0.010254,-0.021600,-0.039162,0.125328,-0.006276,0.182204,0.022398,0.008191,-0.201032,-0.043217,0.005522,0.008811,-0.123021,0.077447,0.048975,0.068817"
Q14994,"0.175491,0.188743,0.182570,-0.191253,0.190022,0.175357,0.184949,-0.186459,0.180526,-0.174373,0.189103,0.185601,-0.187752,-0.178134,-0.194647,-0.178187,-0.202858,0.167456,-0.178476,-0.184244,-0.172594,0.184883,0.189442,0.183417,-0.174424,-0.191294,0.176908,0.183319,0.179118,-0.179051,-0.176112,-0.163439,0.171555,-0.183854,0.188022,0.184769,-0.203083,-0.184420,0.190414,-0.161537,0.184864,-0.201559,0.177287,-0.183629,0.187024,0.188197,-0.199698,-0.187082,-0.181052,0.190246,0.190568,0.160145,-0.187071,0.165186,-0.194522,-0.191923,-0.169867,0.172262,0.195201,-0.181501,-0.181543,0.196053,0.192731,0.174629"
P63316,"0.204645,0.176465,0.210584,-0.212068,0.196828,0.179644,0.174826,-0.177195,0.174059,-0.197592,0.182824,0.211373,-0.196394,-0.207832,-0.205482,-0.208802,-0.184145,0.181207,-0.214715,-0.177723,-0.184265,0.196642,0.186444,0.190396,-0.167144,-0.182151,0.196148,0.188619,0.218014,-0.193942,-0.179962,-0.189754,0.220913,-0.177626,0.181639,0.180465,-0.206146,-0.191094,0.178377,-0.188365,0.208996,-0.196754,0.176282,-0.214962,0.183039,0.180920,-0.199106,-0.187875,-0.172228,0.181657,0.185354,0.197763,-0.196204,0.206189,-0.186552,-0.188035,-0.229176,0.163949,0.192633,-0.183769,-0.199502,0.220754,0.211180,0.193238"
P25092,"0.145153,0.196006,0.154073,-0.156629,0.175606,0.180024,0.197204,-0.191183,0.196891,-0.167008,0.186046,0.151195,-0.183926,-0.148224,-0.185309,-0.157806,-0.205404,0.163509,-0.136483,-0.193283,-0.178798,0.189344,0.194594,0.178325,-0.187214,-0.195134,0.167365,0.180177,0.142856,-0.177196,-0.176837,-0.139348,0.135468,-0.190448,0.193474,0.197442,-0.181345,-0.156489,0.193162,-0.149190,0.151212,-0.208990,0.188009,-0.165692,0.196751,0.183551,-0.199677,-0.188627,-0.185945,0.201394,0.196577,0.138527,-0.181120,0.128678,-0.199967,-0.187285,-0.128511,0.188566,0.192286,-0.184376,-0.166485,0.175600,0.179427,0.175302"
P04608,"-0.054306,-0.413178,0.063360,0.029191,-0.234715,-0.241952,-0.419204,0.447583,-0.432389,-0.178830,-0.487972,0.097615,0.112841,-0.050093,0.227878,-0.149125,0.611529,0.000285,-0.395501,0.402018,0.169456,-0.140894,-0.493082,-0.234419,0.409135,0.436946,0.005642,-0.170150,0.444873,0.250761,0.172526,-0.198296,0.515514,0.309510,-0.475208,-0.410252,0.248488,0.030226,-0.427822,-0.412682,0.096706,0.288205,-0.369005,-0.230855,-0.289013,-0.311787,0.464080,0.295227,0.445892,-0.384079,-0.227667,0.244561,0.022980,0.765924,0.544253,0.467610,-0.641314,-0.376896,-0.243105,0.239483,0.024172,0.114825,-0.107033,-0.249196"
Q13332,"0.183483,0.190300,0.190916,-0.196910,0.196189,0.181463,0.190144,-0.187858,0.189386,-0.184566,0.193212,0.189010,-0.196222,-0.182936,-0.200286,-0.185750,-0.202892,0.175701,-0.187675,-0.188977,-0.183122,0.194930,0.193462,0.188601,-0.178820,-0.194203,0.184136,0.189693,0.194906,-0.189766,-0.179484,-0.168080,0.183321,-0.187232,0.193324,0.193394,-0.204737,-0.182813,0.190375,-0.170665,0.192016,-0.211041,0.183722,-0.195753,0.193918,0.188369,-0.205632,-0.190636,-0.182357,0.195336,0.198346,0.172514,-0.195727,0.172132,-0.198859,-0.194423,-0.191128,0.177896,0.199168,-0.190166,-0.186597,0.209422,0.205258,0.186671"
Q7L5N7,"0.307804,0.018308,0.229866,-0.216511,0.102545,0.055948,-0.012944,-0.037027,-0.020677,-0.149161,0.045149,0.221110,-0.049985,-0.262445,-0.088574,-0.187824,0.005594,0.097220,-0.264991,-0.001417,-0.119229,0.056852,0.054163,0.100404,0.013061,-0.030168,0.101202,0.079337,0.176881,-0.127212,-0.070607,-0.236494,0.220876,-0.002052,0.047062,0.013250,-0.166594,-0.187216,0.021866,-0.189706,0.153896,0.033819,0.055091,-0.169065,-0.002917,0.080494,-0.073422,-0.046055,-0.058309,-0.029272,-0.019732,0.272276,-0.040522,0.181314,-0.004181,-0.071537,-0.304922,-0.009108,0.005078,-0.070568,-0.151185,0.148820,0.109469,0.130570"
P40238,"0.154874,0.163897,0.145848,-0.161153,0.164248,0.159978,0.170641,-0.159705,0.172573,-0.147356,0.167791,0.146853,-0.165535,-0.147636,-0.175540,-0.151987,-0.176926,0.144378,-0.128438,-0.170011,-0.156328,0.171799,0.178546,0.160636,-0.159415,-0.169114,0.159693,0.160972,0.151045,-0.165963,-0.147367,-0.132788,0.146508,-0.162597,0.174809,0.173154,-0.167752,-0.141190,0.164666,-0.125478,0.156949,-0.185735,0.163696,-0.162472,0.166822,0.153408,-0.187283,-0.164148,-0.157601,0.172766,0.171171,0.138595,-0.162650,0.114067,-0.183340,-0.179051,-0.141221,0.158619,0.170672,-0.159626,-0.153980,0.169861,0.179430,0.167853"
Q02156,"-0.630465,-0.494658,-0.427928,0.481054,-0.460178,-0.398475,-0.451637,0.547576,-0.418675,0.132578,-0.600846,-0.375458,0.285881,0.415047,0.408772,0.266570,0.654528,-0.220735,0.236932,0.438047,0.355970,-0.253267,-0.600620,-0.448881,0.429378,0.525858,-0.247565,-0.334074,0.001309,0.437511,0.351143,0.215068,0.062209,0.359400,-0.570442,-0.432270,0.594850,0.441446,-0.500122,-0.028121,-0.294133,0.336300,-0.499364,0.075767,-0.343695,-0.521385,0.632138,0.408150,0.575799,-0.378490,-0.256978,-0.236213,0.167129,0.301165,0.589572,0.659068,-0.070272,-0.397964,-0.355761,0.397323,0.316060,-0.243539,-0.399591,-0.464632"
P04083,"0.228491,-0.101009,0.157697,-0.096680,0.014212,-0.003970,-0.104356,0.071591,-0.112722,-0.082949,-0.054825,0.113992,0.038325,-0.183204,-0.000499,-0.142009,0.150166,0.037911,-0.151341,0.090803,-0.051644,-0.026491,-0.030498,0.011173,0.077781,0.093726,0.041241,-0.035019,0.069105,-0.059512,-0.000712,-0.150495,0.177349,0.089479,-0.042788,-0.068256,-0.020921,-0.034163,-0.099571,-0.068060,0.083150,0.133580,-0.010082,-0.070143,-0.092159,-0.060359,0.026333,0.040133,0.043555,-0.143341,-0.133680,0.194456,0.073287,0.085664,0.074910,0.035900,-0.201921,-0.084462,-0.109439,0.028422,-0.049600,0.052956,0.025953,0.085241"
P28702,"-0.407708,-0.797358,-0.533741,0.650329,-0.749166,-0.671550,-1.008555,0.870445,-0.958411,0.124671,-1.100389,-0.218436,0.447498,0.324602,0.645154,0.105591,1.395362,-0.347911,0.003647,0.815218,0.725764,-0.645309,-0.974483,-0.543648,0.832949,0.877240,-0.396236,-0.643908,-0.092372,0.833317,0.621707,0.236638,0.183924,0.727957,-0.996731,-0.967842,0.844728,0.329097,-0.953869,-0.183357,-0.358301,0.624213,-0.808040,0.156711,-0.653251,-0.913671,0.884251,0.832492,0.876474,-0.904014,-0.661047,-0.285439,0.411096,0.573176,1.044449,0.854308,-0.164400,-0.792850,-0.525818,0.672994,0.348509,-0.193371,-0.352253,-0.719724"
P19793,"-0.189806,-0.449100,-0.349525,0.349661,-0.440233,-0.370694,-0.626664,0.533601,-0.555966,-0.064073,-0.756025,-0.010482,0.128872,0.143944,0.289027,-0.066302,0.940428,-0.137085,-0.162998,0.448630,0.458609,-0.279149,-0.571501,-0.219401,0.518672,0.494429,-0.122843,-0.312567,0.182419,0.532311,0.380120,0.082984,0.353372,0.400475,-0.620805,-0.583332,0.507229,0.114443,-0.608540,-0.287476,-0.124375,0.191212,-0.485931,-0.085083,-0.301861,-0.603288,0.456829,0.491368,0.566615,-0.524067,-0.286094,-0.092313,0.087700,0.632595,0.629010,0.434216,-0.340147,-0.460448,-0.162943,0.361115,0.119006,0.111241,0.011109,-0.396005"
P10826,"0.079328,0.014804,0.038590,-0.044852,0.015302,0.010130,-0.040474,-0.002620,-0.036013,-0.089283,-0.047017,0.120649,-0.070226,-0.085103,-0.068167,-0.119861,0.069762,0.043957,-0.117419,-0.001838,0.020753,0.041148,0.001435,0.064460,0.017973,-0.012202,0.073772,0.023658,0.102326,0.018532,-0.016231,-0.070848,0.163288,-0.010744,-0.025715,-0.022290,-0.022682,-0.100070,-0.013278,-0.140140,0.069947,-0.064743,-0.006969,-0.113047,0.030538,-0.013319,-0.039445,-0.006988,0.009360,-0.001329,0.026816,0.054764,-0.067466,0.199833,0.010815,-0.042169,-0.142633,-0.019245,0.071758,-0.012991,-0.095381,0.119580,0.107940,0.009735"
P41440,"0.145299,0.190259,0.138657,-0.162388,0.175604,0.177919,0.194436,-0.187723,0.199210,-0.152954,0.186701,0.150069,-0.181216,-0.140525,-0.178982,-0.144769,-0.199092,0.158523,-0.132312,-0.194787,-0.167646,0.180855,0.190749,0.176163,-0.187952,-0.195348,0.165100,0.180164,0.149927,-0.171198,-0.165635,-0.137432,0.127396,-0.188691,0.190988,0.190712,-0.173941,-0.157222,0.189887,-0.129835,0.157785,-0.197590,0.182592,-0.153111,0.189953,0.178373,-0.193401,-0.181614,-0.181388,0.194144,0.193089,0.139889,-0.182512,0.117166,-0.197973,-0.194342,-0.124525,0.188556,0.190952,-0.181324,-0.159382,0.167811,0.182144,0.171258"
P30531,"0.142585,0.199858,0.158278,-0.173484,0.185286,0.174456,0.198672,-0.195525,0.194456,-0.157420,0.195884,0.159720,-0.185657,-0.148256,-0.187072,-0.150352,-0.221775,0.159024,-0.147625,-0.193653,-0.168018,0.184113,0.193177,0.177706,-0.184295,-0.201059,0.163735,0.183148,0.154803,-0.171864,-0.174763,-0.140835,0.133332,-0.192644,0.194804,0.195870,-0.197042,-0.172197,0.201913,-0.142671,0.162187,-0.211422,0.180829,-0.162504,0.195297,0.195963,-0.200634,-0.190574,-0.187714,0.203893,0.202623,0.132712,-0.186521,0.134932,-0.202941,-0.192434,-0.129534,0.184008,0.199592,-0.183206,-0.166910,0.177460,0.179164,0.162624"
Q9UHI7,"-1.597793,-1.495531,-1.569184,2.168586,-1.812612,-1.489815,-1.624786,1.454848,-1.761228,1.773654,-1.592947,-1.920541,2.017387,1.683734,1.882331,1.632516,1.752778,-1.528921,2.220351,1.633602,1.414246,-1.918147,-1.593370,-1.728907,1.255461,1.760086,-1.661586,-1.933829,-2.843877,1.599766,1.246917,1.419274,-2.118409,1.586846,-1.536635,-1.629458,2.005715,1.641667,-1.459144,1.533267,-2.065307,2.258001,-1.411004,2.221711,-1.699762,-1.599931,1.921887,1.652889,1.222937,-1.661741,-2.050892,-1.839229,2.228591,-2.285245,1.661753,1.766666,2.591294,-1.358510,-2.007478,1.684183,1.608377,-2.587365,-2.378991,-1.585389"
P00750,"0.145002,0.151887,0.119487,-0.144357,0.154307,0.144702,0.155192,-0.150502,0.165759,-0.117138,0.157234,0.125091,-0.152751,-0.124595,-0.161563,-0.120876,-0.165200,0.126857,-0.110945,-0.156849,-0.132494,0.152543,0.164498,0.150927,-0.148197,-0.161144,0.136632,0.146468,0.141936,-0.150328,-0.124007,-0.106632,0.109212,-0.144588,0.160998,0.165090,-0.151446,-0.127595,0.148703,-0.088899,0.140270,-0.171357,0.152198,-0.133183,0.153976,0.139178,-0.175835,-0.149707,-0.142769,0.160923,0.155185,0.124504,-0.143769,0.072656,-0.172969,-0.176605,-0.116330,0.148418,0.159324,-0.147207,-0.135175,0.155670,0.169708,0.156710"
P51151,"0.180947,0.155760,0.177676,-0.172067,0.167204,0.155780,0.153667,-0.150633,0.154562,-0.164391,0.155824,0.171090,-0.170161,-0.169033,-0.183256,-0.178781,-0.164347,0.145169,-0.169240,-0.156194,-0.159462,0.173875,0.168163,0.161266,-0.144648,-0.157688,0.170428,0.157268,0.182766,-0.168982,-0.149844,-0.145496,0.179970,-0.151761,0.163884,0.157990,-0.178397,-0.151073,0.154563,-0.151215,0.174963,-0.186251,0.155082,-0.186457,0.163206,0.149487,-0.183345,-0.160627,-0.147576,0.167530,0.161999,0.156676,-0.164750,0.151408,-0.171080,-0.171195,-0.184025,0.141804,0.173178,-0.157889,-0.169403,0.196270,0.189566,0.175187"
P22830,"0.048085,0.002063,0.041600,-0.046058,0.015237,-0.031807,-0.038454,-0.026539,-0.065951,0.066382,0.027698,0.036589,0.052204,-0.028642,0.033300,0.027120,-0.031979,-0.044587,-0.030201,0.034099,0.035065,-0.085054,-0.008231,-0.007592,0.024317,0.001786,-0.054825,-0.040079,-0.101695,0.023287,-0.006749,-0.010249,-0.092130,0.027975,-0.004398,-0.041562,-0.059337,-0.060445,0.021000,0.066126,-0.016562,0.082310,-0.018776,0.098135,-0.053941,0.047189,0.013284,0.012353,-0.035733,-0.054244,-0.070761,-0.032713,0.071760,-0.073527,0.014464,-0.004076,0.095620,-0.041191,-0.038382,0.026956,0.014467,-0.074461,-0.062743,-0.048008"
P23141,"-0.005488,-0.117252,-0.038381,0.118137,-0.133585,-0.116072,-0.174717,0.092140,-0.210691,0.135611,-0.110039,-0.057066,0.194892,0.020419,0.150661,0.062543,0.153197,-0.117029,0.096823,0.157507,0.112055,-0.214696,-0.122128,-0.111837,0.116338,0.144552,-0.130696,-0.167875,-0.287079,0.122236,0.069194,0.045743,-0.171965,0.153750,-0.134422,-0.178100,0.106178,0.040182,-0.110491,0.105886,-0.131232,0.268383,-0.106340,0.201509,-0.184798,-0.097997,0.157407,0.138014,0.055465,-0.186478,-0.247700,-0.109930,0.235384,-0.179855,0.147732,0.126083,0.219027,-0.141343,-0.189418,0.147945,0.085968,-0.234893,-0.212634,-0.114958"
P09960,"0.193103,0.222426,0.209905,-0.197795,0.189027,0.207869,0.233199,-0.208714,0.214457,-0.218955,0.200313,0.180779,-0.210591,-0.176974,-0.208795,-0.186506,-0.227617,0.184764,-0.173088,-0.216290,-0.216063,0.236780,0.217103,0.195549,-0.203741,-0.216749,0.206597,0.217505,0.195064,-0.198819,-0.196243,-0.192241,0.173978,-0.216891,0.218139,0.227852,-0.207380,-0.201021,0.211762,-0.220920,0.167187,-0.226379,0.222015,-0.210895,0.221750,0.226818,-0.236635,-0.217641,-0.206730,0.228747,0.231803,0.197778,-0.200300,0.168133,-0.215197,-0.216330,-0.200611,0.209404,0.204910,-0.217980,-0.192709,0.195518,0.195029,0.202072"
Q07820,"-0.252386,-0.412551,-0.063312,0.156702,-0.296205,-0.439604,-0.471463,0.384242,-0.613890,0.311651,-0.307448,-0.078594,0.474456,0.065545,0.321870,0.172195,0.322730,-0.286688,0.104285,0.487291,0.411315,-0.482152,-0.446882,-0.394599,0.423362,0.435551,-0.283329,-0.388372,-0.291626,0.396785,0.250624,0.035071,-0.067566,0.400015,-0.443270,-0.473349,0.200269,0.032552,-0.301196,0.111407,-0.113372,0.586561,-0.496112,0.278012,-0.511007,-0.266294,0.489222,0.357313,0.336662,-0.458167,-0.482177,-0.261646,0.435194,0.017545,0.440205,0.430272,0.205990,-0.483262,-0.441941,0.446945,0.188121,-0.440630,-0.570842,-0.489376"
P11413,"-0.132212,-0.016311,-0.009611,0.016679,-0.005068,-0.004902,0.011071,0.033840,0.024604,-0.064231,-0.039776,-0.012625,-0.049968,0.046860,0.003642,-0.005585,0.027856,0.050761,-0.053923,-0.001561,-0.014735,0.065766,-0.070091,-0.023722,-0.002902,0.025041,0.042396,0.034523,0.144765,0.010507,-0.023236,-0.037966,0.118169,-0.034340,-0.045993,0.021224,0.053618,0.018019,-0.004979,-0.133078,0.024156,-0.046374,-0.035867,-0.101218,0.034809,-0.001913,0.077787,-0.014374,0.046823,0.046047,0.086072,0.030379,-0.099729,0.215677,0.051968,0.091095,-0.152719,0.011498,0.028855,-0.014903,-0.013967,0.037831,-0.015530,-0.043331"
Q02108,"0.276353,0.219312,0.305119,-0.291321,0.236562,0.233547,0.233071,-0.213086,0.214385,-0.263060,0.233428,0.286205,-0.246622,-0.265591,-0.251182,-0.280851,-0.258036,0.237884,-0.327191,-0.203473,-0.243861,0.250396,0.234981,0.238131,-0.200245,-0.221299,0.262176,0.240611,0.312688,-0.238459,-0.233430,-0.246074,0.305167,-0.204477,0.220661,0.226034,-0.283014,-0.255172,0.213311,-0.293554,0.272782,-0.249188,0.223851,-0.278853,0.222114,0.256718,-0.260596,-0.242837,-0.213675,0.234806,0.224653,0.297235,-0.246774,0.303058,-0.222524,-0.240990,-0.352770,0.199755,0.228467,-0.228382,-0.264536,0.289082,0.278801,0.237760"
Q02153,"0.348421,0.262408,0.400630,-0.371527,0.276868,0.287966,0.291812,-0.249562,0.255032,-0.329259,0.284691,0.361721,-0.297488,-0.323644,-0.297372,-0.353700,-0.332770,0.295120,-0.440585,-0.229339,-0.304167,0.304458,0.284151,0.286050,-0.233664,-0.260658,0.328633,0.293078,0.408468,-0.283573,-0.287249,-0.302931,0.390519,-0.231476,0.260070,0.271903,-0.360791,-0.319770,0.248514,-0.399446,0.336945,-0.301868,0.271833,-0.342988,0.261827,0.333350,-0.322494,-0.298371,-0.255474,0.288092,0.264247,0.397836,-0.297595,0.401098,-0.258848,-0.294333,-0.477936,0.235989,0.264589,-0.273129,-0.330329,0.357823,0.347192,0.282484"
